timestamp,event,player,color,points,total_p1,total_p2,round
2026-01-15T09:29:12.631437,score_board,2,roze,1,0,0,1
2026-01-15T09:29:12.788552,score_hole,2,roze,3,0,0,1
2026-01-15T09:29:12.940146,score_hole,2,rood,3,0,0,1
2026-01-15T09:29:13.094268,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:13.394016,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:13.394776,score_hole,2,roze,3,0,0,1
2026-01-15T09:29:13.395088,score_board,2,roze,1,0,0,1
2026-01-15T09:29:13.995496,score_board,2,roze,1,0,0,1
2026-01-15T09:29:14.151448,score_board,2,rood,1,0,0,1
2026-01-15T09:29:14.601762,score_board,2,rood,1,0,0,1
2026-01-15T09:29:14.903837,score_hole,1,blauw,3,0,0,1
2026-01-15T09:29:14.904394,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:15.060929,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:15.214004,score_board,2,rood,1,0,0,1
2026-01-15T09:29:15.214760,score_hole,2,roze,3,0,0,1
2026-01-15T09:29:15.366199,score_board,2,roze,1,0,0,1
2026-01-15T09:29:15.679047,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:15.679596,score_board,2,rood,1,0,0,1
2026-01-15T09:29:45.115539,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:46.561818,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:46.562222,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:46.562755,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:46.563340,score_hole,1,blauw,3,0,0,1
2026-01-15T09:29:46.563886,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:46.564323,score_hole,1,blauw,3,0,0,1
2026-01-15T09:29:46.722044,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:47.834811,score_board,1,wit,1,0,0,1
2026-01-15T09:29:47.835487,score_board,2,roze,1,0,0,1
2026-01-15T09:29:47.988667,score_hole,2,rood,3,0,0,1
2026-01-15T09:29:48.476980,score_board,1,wit,1,0,0,1
2026-01-15T09:29:48.477400,score_board,2,roze,1,0,0,1
2026-01-15T09:29:48.642867,score_board,1,blauw,1,0,0,1
2026-01-15T09:29:48.980800,score_hole,1,wit,3,0,0,1
2026-01-15T09:29:49.154452,score_board,1,wit,1,0,0,1
2026-01-15T09:29:53.020264,manual_plus,1,,1,1,0,1
2026-01-15T09:29:53.380279,manual_plus,1,,1,2,0,1
2026-01-15T09:29:53.820312,manual_plus,1,,1,3,0,1
2026-01-15T09:29:54.105264,manual_plus,1,,1,4,0,1
2026-01-15T09:29:55.814542,reset,,,0,0,0,1
2026-01-15T09:29:57.420552,end_round,,,0,0,0,2
2026-01-15T09:29:57.686101,end_round,,,0,0,0,3
2026-01-15T09:29:59.250529,reset,,,0,0,0,1
2026-01-15T09:29:59.628600,reset,,,0,0,0,1
2026-01-15T10:37:24.374969,start,,,0,0,0,1
2026-01-15T10:37:26.743704,score_board,2,wit,1,0,0,1
2026-01-15T10:37:27.923732,score_board,2,wit,1,0,0,1
2026-01-15T10:37:28.475888,score_board,2,wit,1,0,0,1
2026-01-15T10:37:29.799668,stop,,,0,0,0,1
2026-01-15T11:17:36.620933,manual_plus,1,,1,1,0,1
2026-01-15T11:17:37.551057,manual_plus,1,,1,2,0,1
2026-01-15T11:18:11.547039,reset,,,0,0,0,1
2026-01-15T11:18:11.864169,reset,,,0,0,0,1
2026-01-15T11:18:12.069954,reset,,,0,0,0,1
2026-01-15T11:18:55.565276,web_toggle_on,,,0,0,0,1
2026-01-15T12:30:55.806333,start,,,0,0,0,1
2026-01-15T12:30:57.841908,stop,,,0,0,0,1
2026-01-15T12:32:09.502161,start,,,0,0,0,1
2026-01-15T12:32:09.566368,score_hole,2,rood,3,0,0,1
2026-01-15T12:32:09.706577,score_hole,2,rood,3,0,0,1
2026-01-15T12:32:10.814429,score_board,2,rood,1,0,0,1
2026-01-15T12:32:13.766731,score_board,2,rood,1,0,0,1
2026-01-15T12:32:15.384150,stop,,,0,0,0,1
2026-01-15T12:32:16.076799,reset,,,0,0,0,1
2026-01-15T12:32:17.630125,reset,,,0,0,0,1
2026-01-15T12:32:32.884779,start,,,0,0,0,1
2026-01-15T12:32:43.108632,score_board,1,wit,1,0,0,1
2026-01-15T12:32:52.611264,score_board,2,zwart,1,0,0,1
2026-01-15T12:32:52.901056,score_board,2,zwart,1,0,0,1
2026-01-15T12:32:58.094748,score_board,1,blauw,1,0,0,1
2026-01-15T12:32:58.095084,score_board,1,wit,1,0,0,1
2026-01-15T12:32:59.879283,score_board,1,blauw,1,0,0,1
2026-01-15T12:33:01.499796,score_board,1,wit,1,0,0,1
2026-01-15T12:33:04.097738,score_board,2,rood,1,0,0,1
2026-01-15T12:33:04.826367,score_board,1,wit,1,0,0,1
2026-01-15T12:33:05.586679,score_board,1,wit,1,0,0,1
2026-01-15T12:33:06.499372,score_board,2,rood,1,0,0,1
2026-01-15T12:33:06.651460,score_board,1,blauw,1,0,0,1
2026-01-15T12:33:07.101102,score_board,2,rood,1,0,0,1
2026-01-15T12:33:07.684414,score_board,1,blauw,1,0,0,1
2026-01-15T12:33:07.837498,score_board,1,blauw,1,0,0,1
2026-01-15T12:33:07.984386,score_board,1,blauw,1,0,0,1
2026-01-15T12:33:07.984712,score_board,2,rood,1,0,0,1
2026-01-15T12:33:08.554576,score_board,1,blauw,1,0,0,1
2026-01-15T12:33:08.986555,score_board,2,rood,1,0,0,1
2026-01-15T12:33:10.682891,score_board,1,blauw,1,0,0,1
2026-01-15T12:33:11.887988,score_board,2,rood,1,0,0,1
2026-01-15T12:33:15.117686,score_board,1,wit,1,0,0,1
2026-01-15T12:34:00.613552,score_board,2,rood,1,0,0,1
2026-01-15T12:34:01.040329,score_board,2,rood,1,0,0,1
2026-01-15T12:34:20.586407,score_board,1,blauw,1,0,0,1
2026-01-15T12:34:20.860066,score_board,1,blauw,1,0,0,1
2026-01-15T12:35:31.161627,score_board,1,blauw,1,0,0,1
2026-01-15T12:35:31.590911,score_board,2,rood,1,0,0,1
2026-01-15T12:35:31.591257,score_board,2,rood,1,0,0,1
2026-01-15T12:35:31.745597,score_board,2,rood,1,0,0,1
2026-01-15T12:35:32.199854,score_board,2,rood,1,0,0,1
2026-01-15T12:35:32.942427,score_hole,2,rood,3,0,0,1
2026-01-15T12:35:55.470597,score_board,1,blauw,1,0,0,1
2026-01-15T12:35:56.293018,score_board,1,wit,1,0,0,1
2026-01-15T12:35:56.740352,score_board,1,wit,1,0,0,1
2026-01-15T12:35:56.896232,score_board,1,wit,1,0,0,1
2026-01-15T12:36:03.689996,score_board,2,zwart,1,0,0,1
2026-01-15T12:36:03.690658,score_board,2,zwart,1,0,0,1
2026-01-15T12:36:03.690865,score_board,2,zwart,1,0,0,1
2026-01-15T12:36:03.983629,score_board,1,wit,1,0,0,1
2026-01-15T12:36:05.280804,score_board,1,blauw,1,0,0,1
2026-01-15T12:36:05.771973,score_board,1,wit,1,0,0,1
2026-01-15T12:36:06.552045,score_board,2,rood,1,0,0,1
2026-01-15T12:36:07.056876,score_board,1,wit,1,0,0,1
2026-01-15T12:36:08.017330,score_hole,2,zwart,3,0,0,1
2026-01-15T12:36:08.429578,score_board,1,wit,1,0,0,1
2026-01-15T12:36:11.481478,score_board,1,blauw,1,0,0,1
2026-01-15T12:36:13.048501,score_board,2,zwart,1,0,0,1
2026-01-15T12:36:14.002077,score_board,1,blauw,1,0,0,1
2026-01-15T12:36:14.002622,score_board,1,blauw,1,0,0,1
2026-01-15T12:36:19.115898,score_board,1,blauw,1,0,0,1
2026-01-15T12:36:19.116303,score_board,1,blauw,1,0,0,1
2026-01-15T12:36:21.042866,score_hole,2,rood,3,0,0,1
2026-01-15T12:36:23.446101,score_hole,1,wit,3,0,0,1
2026-01-15T12:36:24.026254,score_board,1,wit,1,0,0,1
2026-01-15T12:36:28.465751,score_board,2,rood,1,0,0,1
2026-01-15T12:43:36.632223,web_toggle_on,,,0,0,0,1
2026-01-15T12:43:43.708538,start,,,0,0,0,1
2026-01-15T12:43:58.831295,score_board,2,roze,1,0,0,1
2026-01-15T12:44:02.965214,score_board,1,geel,1,0,0,1
2026-01-15T12:44:03.518800,score_hole,1,geel,3,0,0,1
2026-01-15T12:44:07.994262,score_board,2,roze,1,0,0,1
2026-01-15T12:44:16.544761,score_board,2,roze,1,0,0,1
2026-01-15T12:44:16.830689,score_board,2,roze,1,0,0,1
2026-01-15T12:44:16.975427,score_board,2,roze,1,0,0,1
2026-01-15T12:44:26.706453,score_board,2,roze,1,0,0,1
2026-01-15T12:45:14.412325,score_board,1,groen,1,0,0,1
2026-01-15T12:45:17.669155,score_hole,1,geel,3,0,0,1
2026-01-15T12:52:12.512926,score_board,1,geel,1,0,0,1
2026-01-15T12:52:13.760541,score_board,1,geel,1,0,0,1
2026-01-15T12:53:12.686659,score_board,2,roze,1,0,0,1
2026-01-15T12:53:30.559037,score_hole,2,roze,3,0,0,1
2026-01-15T13:22:09.405138,reset,,,0,0,0,1
2026-01-15T13:22:09.809477,reset,,,0,0,0,1
2026-01-15T13:22:10.072737,reset,,,0,0,0,1
