timestamp,bag_id,color,x,y,movement,still_frames,on_board,in_hole
2026-03-24T07:38:39.038750,5,roze,209,589,999,0,0,0
2026-03-24T07:38:39.039135,6,roze,125,452,999,0,0,0
2026-03-24T07:38:39.039252,7,blauw,1043,685,999,0,0,0
2026-03-24T07:38:39.039418,8,blauw,707,322,999,0,1,0
2026-03-24T07:38:39.184401,9,wit,1188,664,999,0,0,0
2026-03-24T07:38:39.184718,10,wit,1176,425,999,0,1,0
2026-03-24T07:38:39.184829,11,wit,1216,256,999,0,0,0
2026-03-24T07:38:39.184934,12,wit,1009,20,999,0,0,0
2026-03-24T07:38:39.185033,13,wit,946,102,999,0,0,0
2026-03-24T07:38:39.185206,14,wit,773,28,50.0,0,0,0
2026-03-24T07:38:39.185427,15,roze,12,706,999,0,0,0
2026-03-24T07:38:39.185533,16,blauw,908,557,999,0,1,0
2026-03-24T07:38:39.185629,17,blauw,22,390,999,0,0,0
2026-03-24T07:38:39.185725,3,wit,902,35,26.6271,0,0,0
2026-03-24T07:38:39.185876,18,blauw,700,69,999,0,0,0
2026-03-24T07:38:39.333932,19,wit,575,666,999,0,0,0
2026-03-24T07:38:39.334311,20,wit,540,597,999,0,1,0
2026-03-24T07:38:39.334424,21,wit,493,491,999,0,1,1
2026-03-24T07:38:39.334524,22,wit,232,403,999,0,0,0
2026-03-24T07:38:39.334624,23,wit,504,203,999,0,0,0
2026-03-24T07:38:39.334721,24,wit,1122,66,58.8727,0,0,0
2026-03-24T07:38:39.334946,3,wit,863,60,46.3249,0,0,0
2026-03-24T07:38:39.335108,14,wit,744,30,29.0689,0,0,0
2026-03-24T07:38:39.335257,25,roze,111,689,999,0,0,0
2026-03-24T07:38:39.335358,26,roze,76,545,999,0,0,0
2026-03-24T07:38:39.335455,27,blauw,1044,93,999,0,0,0
2026-03-24T07:38:39.485140,28,wit,1271,707,999,0,0,0
2026-03-24T07:38:39.485456,19,wit,568,650,17.4642,0,1,0
2026-03-24T07:38:39.485679,13,wit,935,134,33.8378,0,0,0
2026-03-24T07:38:39.485856,14,wit,781,54,59.9416,0,0,0
2026-03-24T07:38:39.486009,29,blauw,1095,174,999,0,0,0
2026-03-24T07:38:39.486115,24,wit,1114,58,11.3137,0,0,0
2026-03-24T07:38:39.486261,30,blauw,960,63,999,0,0,0
2026-03-24T07:38:39.486361,3,wit,898,71,36.6879,0,0,0
2026-03-24T07:38:39.486503,18,blauw,697,53,16.2788,0,0,0
2026-03-24T07:38:39.486646,31,blauw,560,80,999,0,0,0
2026-03-24T07:38:39.636175,28,wit,1246,693,28.6531,0,0,0
2026-03-24T07:38:39.636642,19,wit,538,646,30.2655,0,1,0
2026-03-24T07:38:39.636915,21,wit,524,518,41.1096,0,1,1
2026-03-24T07:38:39.637131,32,wit,994,387,999,0,1,0
2026-03-24T07:38:39.637260,30,blauw,984,64,24.0208,0,0,0
2026-03-24T07:38:39.637440,3,wit,897,51,20.025,0,0,0
2026-03-24T07:38:39.637596,18,blauw,665,51,27.5136,0,0,0
2026-03-24T07:38:39.637748,33,blauw,555,384,999,0,1,1
2026-03-24T07:38:39.637865,34,blauw,777,358,999,0,1,0
2026-03-24T07:38:39.637973,35,blauw,500,326,999,0,1,0
2026-03-24T07:38:39.638334,29,blauw,1059,162,37.9473,0,0,0
2026-03-24T07:38:39.638560,13,wit,947,152,21.6333,0,0,0
